,title,description,category_name,thumbnail,url,category_title_description,Text,k_means
48,Lucy Worsley's Royal Palace Secrets,"Historian Lucy Worsley takes us behind closed doors at three treasure-filled royal palaces - the Tower of London, Hampton Court and Kensington Palace - to uncover how each building has shaped a monarchy and a nation.",documentary,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2639A001S00_606bef561198c.jpg,https://iview.abc.net.au/show/lucy-worsley-s-royal-palace-secrets/video/ZW2639A001S00,"documentary Lucy Worsley's Royal Palace Secrets Historian Lucy Worsley takes us behind closed doors at three treasure-filled royal palaces - the Tower of London, Hampton Court and Kensington Palace - to uncover how each building has shaped a monarchy and a nation.",documentary lucy worsleys royal palace secret historian lucy worsley take u behind closed door three treasurefilled royal palace tower london hampton court kensington palace uncover building shaped monarchy nation,2
49,9/11: Life Under Attack,"9/11 was the first major news event in the age of digital cameras and voicemails. This remarkable film tells the never-before-told stories of that day, created through a tapestry of previously unseen video and unheard audio.",documentary,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3079A001S00_6124670cde10d.jpg,https://iview.abc.net.au/show/9-11-life-under-attack/video/ZW3079A001S00,"documentary 9/11: Life Under Attack 9/11 was the first major news event in the age of digital cameras and voicemails. This remarkable film tells the never-before-told stories of that day, created through a tapestry of previously unseen video and unheard audio.",documentary 911 life attack 911 first major news event age digital camera voicemail remarkable film tell neverbeforetold story day created tapestry previously unseen video unheard audio,2
50,Cyber Dreaming,Graphic artist Stuart Campbell has developed his unique artistic practice in relative isolation but decides to share his work with a group of Indigenous kids in outback Australia.,documentary,https://cdn.iview.abc.net.au/thumbs/i/ac/publicity_AC1342H001S00.jpg,https://iview.abc.net.au/show/cyber-dreaming/video/AC1342H001S00,documentary Cyber Dreaming Graphic artist Stuart Campbell has developed his unique artistic practice in relative isolation but decides to share his work with a group of Indigenous kids in outback Australia.,documentary cyber dreaming graphic artist stuart campbell developed unique artistic practice relative isolation decides share work group indigenous kid outback australia,6
51,Our Dawn,"Our champion and our inspiration, swimming legend Dawn Fraser opens up to Tracey Holmes about her life, swimming career, winning Gold, the 1964 Tokyo Games and the theft of that Flag that cost Dawn her Olympic future.",documentary,https://cdn.iview.abc.net.au/thumbs/i/ns/NS2144H001S00_60ecd180c66c0_1920.jpg,https://iview.abc.net.au/show/our-dawn/video/NS2144H001S00,"documentary Our Dawn Our champion and our inspiration, swimming legend Dawn Fraser opens up to Tracey Holmes about her life, swimming career, winning Gold, the 1964 Tokyo Games and the theft of that Flag that cost Dawn her Olympic future.",documentary dawn champion inspiration swimming legend dawn fraser open tracey holmes life swimming career winning gold 1964 tokyo game theft flag cost dawn olympic future,6
52,Luke Warm Sex,"This series is a crash course in great sex. Luke McGregor takes on a new challenge with the help of therapists, sex coaches & scientists, proving if someone as anxious as Luke can get better at sex, then anyone can!",documentary,https://cdn.iview.abc.net.au/thumbs/i/le/publicity_LE1418V.jpg,https://iview.abc.net.au/show/luke-warm-sex,"documentary Luke Warm Sex This series is a crash course in great sex. Luke McGregor takes on a new challenge with the help of therapists, sex coaches & scientists, proving if someone as anxious as Luke can get better at sex, then anyone can!",documentary luke warm sex series crash course great sex luke mcgregor take new challenge help therapist sex coach scientist proving someone anxious luke get better sex anyone,2
53,Back To Nature,"A journey through the Australian landscape and the unique stories of the land, deepening our connection with nature.",documentary,https://cdn.iview.abc.net.au/thumbs/i/do/DO1909H_613eb2b2f25a1_1920.jpg,https://iview.abc.net.au/show/back-to-nature,"documentary Back To Nature A journey through the Australian landscape and the unique stories of the land, deepening our connection with nature.",documentary back nature journey australian landscape unique story land deepening connection nature,9
54,Secrets of the Museum,"Inside every museum is a hidden world. Now in a brand new season all will be revealed, as we witness the weird and the wonderful behind the exhibits.",documentary,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3090A_6143def582f87.jpg,https://iview.abc.net.au/show/secrets-of-the-museum,"documentary Secrets of the Museum Inside every museum is a hidden world. Now in a brand new season all will be revealed, as we witness the weird and the wonderful behind the exhibits.",documentary secret museum inside every museum hidden world brand new season revealed witness weird wonderful behind exhibit,2
55,The Penguin King With David Attenborough,"The Penguin King's story is often comical, sometimes tragic, and ultimately triumphant: a rite of passage set on one of the earth's last great wildernesses.",documentary,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2595A001S00_5fd9a41c3d21a_1920.jpg,https://iview.abc.net.au/show/penguin-king-with-david-attenborough/video/ZW2595A001S00,"documentary The Penguin King With David Attenborough The Penguin King's story is often comical, sometimes tragic, and ultimately triumphant: a rite of passage set on one of the earth's last great wildernesses.",documentary penguin king david attenborough penguin king story often comical sometimes tragic ultimately triumphant rite passage set one earth last great wilderness,1
56,The Pool,"Pools are a defining part of our national identity. Evoking deep nostalgia and childhood memories, this two-part documentary takes a look at the Australian identity through the prism of the pool.",documentary,https://cdn.iview.abc.net.au/thumbs/i/rf/RF1806H_5d6dc9d82af26.jpg,https://iview.abc.net.au/show/pool,"documentary The Pool Pools are a defining part of our national identity. Evoking deep nostalgia and childhood memories, this two-part documentary takes a look at the Australian identity through the prism of the pool.",documentary pool pool defining part national identity evoking deep nostalgia childhood memory twopart documentary take look australian identity prism pool,6
57,Ballet Now,"This film captures the creative process behind the scenes at the famed Dorothy Chandler Pavilion - bringing dancers, choreographers and styles from all over the world together for three magical nights of performances.",documentary,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2691A001S00_60caa8b2cbb79_1920.jpg,https://iview.abc.net.au/show/ballet-now/video/ZW2691A001S00,"documentary Ballet Now This film captures the creative process behind the scenes at the famed Dorothy Chandler Pavilion - bringing dancers, choreographers and styles from all over the world together for three magical nights of performances.",documentary ballet film capture creative process behind scene famed dorothy chandler pavilion bringing dancer choreographer style world together three magical night performance,3
58,David Attenborough's Tasmania,"David Attenborough narrates the story of a vast island wilderness: ancient forests, pristine rivers and spectacular coastline. From dry heat to strong cold winds, it's home to wombats, wallabies and platypus.",documentary,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW1100A001S00_5b0ce2ca5a6c3.jpg,https://iview.abc.net.au/show/david-attenborough-s-tasmania/video/ZW1100A001S00,"documentary David Attenborough's Tasmania David Attenborough narrates the story of a vast island wilderness: ancient forests, pristine rivers and spectacular coastline. From dry heat to strong cold winds, it's home to wombats, wallabies and platypus.",documentary david attenboroughs tasmania david attenborough narrates story vast island wilderness ancient forest pristine river spectacular coastline dry heat strong cold wind home wombat wallaby platypus,1
